market,latitude,longitude,commodity,unit,price,year,month
Musoma,-1.5,33.8,Beans,100 KG,100000.0,2009,1
Musoma,-1.5,33.8,Maize,100 KG,38000.0,2009,2
Musoma,-1.5,33.8,Rice,100 KG,100000.0,2009,2
Musoma,-1.5,33.8,Beans,100 KG,100000.0,2009,2
Musoma,-1.5,33.8,Maize,100 KG,38000.0,2009,3
Musoma,-1.5,33.8,Rice,100 KG,110000.0,2009,3
Musoma,-1.5,33.8,Beans,100 KG,98000.0,2009,3
Musoma,-1.5,33.8,Maize,100 KG,37365.0,2009,4
Musoma,-1.5,33.8,Rice,100 KG,120250.0,2009,4
Musoma,-1.5,33.8,Beans,100 KG,84250.0,2009,4
Musoma,-1.5,33.8,Maize,100 KG,38500.0,2009,5
Musoma,-1.5,33.8,Rice,100 KG,120000.0,2009,5
Musoma,-1.5,33.8,Beans,100 KG,83125.0,2009,5
Musoma,-1.5,33.8,Maize,100 KG,39633.33,2009,6
Musoma,-1.5,33.8,Rice,100 KG,107916.67,2009,6
Musoma,-1.5,33.8,Beans,100 KG,82083.33,2009,6
Musoma,-1.5,33.8,Maize,100 KG,40000.0,2009,8
Musoma,-1.5,33.8,Rice,100 KG,85000.0,2009,8
Musoma,-1.5,33.8,Maize,100 KG,40000.0,2009,9
Musoma,-1.5,33.8,Rice,100 KG,100000.0,2009,9
Musoma,-1.5,33.8,Maize,100 KG,45000.0,2009,10
Musoma,-1.5,33.8,Rice,100 KG,95000.0,2009,10
Musoma,-1.5,33.8,Maize,100 KG,55000.0,2009,11
Musoma,-1.5,33.8,Rice,100 KG,110000.0,2009,11
Musoma,-1.5,33.8,Maize,100 KG,55000.0,2009,12
Musoma,-1.5,33.8,Rice,100 KG,110000.0,2009,12
Musoma,-1.5,33.8,Maize,100 KG,55000.0,2010,1
Musoma,-1.5,33.8,Rice,100 KG,110000.0,2010,1
Musoma,-1.5,33.8,Maize,100 KG,38000.0,2010,2
Musoma,-1.5,33.8,Rice,100 KG,100000.0,2010,2
Musoma,-1.5,33.8,Maize,100 KG,40000.0,2010,3
Musoma,-1.5,33.8,Rice,100 KG,95000.0,2010,3
Musoma,-1.5,33.8,Maize,100 KG,30000.0,2010,4
Musoma,-1.5,33.8,Rice,100 KG,90000.0,2010,4
Musoma,-1.5,33.8,Maize,100 KG,30000.0,2010,5
Musoma,-1.5,33.8,Rice,100 KG,80000.0,2010,5
Musoma,-1.5,33.8,Maize,100 KG,25000.0,2010,6
Musoma,-1.5,33.8,Rice,100 KG,70000.0,2010,6
Musoma,-1.5,33.8,Maize,100 KG,27917.0,2010,7
Musoma,-1.5,33.8,Rice,100 KG,70833.0,2010,7
Musoma,-1.5,33.8,Maize,100 KG,30000.0,2010,8
Musoma,-1.5,33.8,Rice,100 KG,70000.0,2010,8
Musoma,-1.5,33.8,Maize,100 KG,30714.0,2010,9
Musoma,-1.5,33.8,Rice,100 KG,77857.0,2010,9
Musoma,-1.5,33.8,Maize,100 KG,33077.0,2010,10
Musoma,-1.5,33.8,Rice,100 KG,130769.0,2010,10
Musoma,-1.5,33.8,Maize,100 KG,35500.0,2010,11
Musoma,-1.5,33.8,Rice,100 KG,85500.0,2010,11
Musoma,-1.5,33.8,Maize,100 KG,40714.0,2010,12
Musoma,-1.5,33.8,Rice,100 KG,100000.0,2010,12
Musoma,-1.5,33.8,Maize,100 KG,40625.0,2011,1
Musoma,-1.5,33.8,Rice,100 KG,91000.0,2011,1
Musoma,-1.5,33.8,Beans,100 KG,131538.0,2011,1
Musoma,-1.5,33.8,Maize,100 KG,45600.0,2011,2
Musoma,-1.5,33.8,Rice,100 KG,101250.0,2011,2
Musoma,-1.5,33.8,Beans,100 KG,126250.0,2011,2
Musoma,-1.5,33.8,Maize,100 KG,52433.4,2011,3
Musoma,-1.5,33.8,Rice,100 KG,118000.0,2011,3
Musoma,-1.5,33.8,Beans,100 KG,126000.0,2011,3
Musoma,-1.5,33.8,Maize,100 KG,57000.0,2011,4
Musoma,-1.5,33.8,Rice,100 KG,110000.0,2011,4
Musoma,-1.5,33.8,Beans,100 KG,130000.0,2011,4
Musoma,-1.5,33.8,Maize,100 KG,48500.0,2011,5
Musoma,-1.5,33.8,Rice,100 KG,140000.0,2011,5
Musoma,-1.5,33.8,Beans,100 KG,130500.0,2011,5
Musoma,-1.5,33.8,Maize,100 KG,63000.0,2011,6
Musoma,-1.5,33.8,Rice,100 KG,130000.0,2011,6
Musoma,-1.5,33.8,Beans,100 KG,117917.0,2011,6
Musoma,-1.5,33.8,Maize,100 KG,67308.0,2011,7
Musoma,-1.5,33.8,Rice,100 KG,129923.0,2011,7
Musoma,-1.5,33.8,Beans,100 KG,137500.0,2011,7
Musoma,-1.5,33.8,Maize,100 KG,53800.0,2011,8
Musoma,-1.5,33.8,Rice,100 KG,130000.0,2011,8
Musoma,-1.5,33.8,Beans,100 KG,132500.0,2011,8
Musoma,-1.5,33.8,Maize,100 KG,53125.0,2011,9
Musoma,-1.5,33.8,Rice,100 KG,135625.0,2011,9
Musoma,-1.5,33.8,Beans,100 KG,135000.0,2011,9
Musoma,-1.5,33.8,Maize,100 KG,49583.0,2011,10
Musoma,-1.5,33.8,Rice,100 KG,148750.0,2011,10
Musoma,-1.5,33.8,Beans,100 KG,132917.0,2011,10
Musoma,-1.5,33.8,Maize,100 KG,53462.0,2011,11
Musoma,-1.5,33.8,Rice,100 KG,161538.0,2011,11
Musoma,-1.5,33.8,Beans,100 KG,135000.0,2011,11
Musoma,-1.5,33.8,Maize,100 KG,56014.0,2011,12
Musoma,-1.5,33.8,Rice,100 KG,172857.0,2011,12
Musoma,-1.5,33.8,Maize,100 KG,52231.0,2012,1
Musoma,-1.5,33.8,Rice,100 KG,175000.0,2012,1
Musoma,-1.5,33.8,Beans,100 KG,138462.0,2012,1
Musoma,-1.5,33.8,Maize,100 KG,39231.0,2012,2
Musoma,-1.5,33.8,Rice,100 KG,176538.0,2012,2
Musoma,-1.5,33.8,Beans,100 KG,120000.0,2012,2
Musoma,-1.5,33.8,Maize,100 KG,39444.0,2012,3
Musoma,-1.5,33.8,Rice,100 KG,191111.0,2012,3
Musoma,-1.5,33.8,Beans,100 KG,130000.0,2012,3
Musoma,-1.5,33.8,Maize,100 KG,51364.0,2012,4
Musoma,-1.5,33.8,Rice,100 KG,218182.0,2012,4
Musoma,-1.5,33.8,Beans,100 KG,125455.0,2012,4
Musoma,-1.5,33.8,Maize,100 KG,57885.0,2012,5
Musoma,-1.5,33.8,Rice,100 KG,198269.0,2012,5
Musoma,-1.5,33.8,Beans,100 KG,129231.0,2012,5
Musoma,-1.5,33.8,Maize,100 KG,49550.0,2012,6
Musoma,-1.5,33.8,Rice,100 KG,171000.0,2012,6
Musoma,-1.5,33.8,Beans,100 KG,124000.0,2012,6
Musoma,-1.5,33.8,Maize,100 KG,48846.0,2012,7
Musoma,-1.5,33.8,Rice,100 KG,147692.0,2012,7
Musoma,-1.5,33.8,Beans,100 KG,116923.0,2012,7
Musoma,-1.5,33.8,Maize,100 KG,52250.0,2012,8
Musoma,-1.5,33.8,Rice,100 KG,170000.0,2012,8
Musoma,-1.5,33.8,Beans,100 KG,125600.0,2012,8
Musoma,-1.5,33.8,Maize,100 KG,62500.0,2012,9
Musoma,-1.5,33.8,Rice,100 KG,196000.0,2012,9
Musoma,-1.5,33.8,Beans,100 KG,122000.0,2012,9
Musoma,-1.5,33.8,Maize,100 KG,64800.0,2012,10
Musoma,-1.5,33.8,Rice,100 KG,196800.0,2012,10
Musoma,-1.5,33.8,Beans,100 KG,130600.0,2012,10
Musoma,-1.5,33.8,Maize,100 KG,72500.0,2013,1
Musoma,-1.5,33.8,Rice,100 KG,198700.0,2013,1
Musoma,-1.5,33.8,Beans,100 KG,137500.0,2013,1
Musoma,-1.5,33.8,Maize,100 KG,66000.0,2013,2
Musoma,-1.5,33.8,Rice,100 KG,169818.18,2013,2
Musoma,-1.5,33.8,Beans,100 KG,127000.0,2013,2
Musoma,-1.5,33.8,Maize,100 KG,52916.75,2013,3
Musoma,-1.5,33.8,Rice,100 KG,167708.25,2013,3
Musoma,-1.5,33.8,Beans,100 KG,110000.0,2013,3
Musoma,-1.5,33.8,Maize,100 KG,56500.0,2013,4
Musoma,-1.5,33.8,Rice,100 KG,173750.0,2013,4
Musoma,-1.5,33.8,Beans,100 KG,122500.0,2013,4
Musoma,-1.5,33.8,Maize,100 KG,55800.0,2013,5
Musoma,-1.5,33.8,Rice,100 KG,165000.0,2013,5
Musoma,-1.5,33.8,Beans,100 KG,128516.6,2013,5
Musoma,-1.5,33.8,Maize,100 KG,50511.33,2013,6
Musoma,-1.5,33.8,Rice,100 KG,143889.0,2013,6
Musoma,-1.5,33.8,Beans,100 KG,128333.33,2013,6
Musoma,-1.5,33.8,Maize,100 KG,60000.0,2013,7
Musoma,-1.5,33.8,Rice,100 KG,125416.5,2013,7
Musoma,-1.5,33.8,Beans,100 KG,127833.5,2013,7
Musoma,-1.5,33.8,Maize,100 KG,62000.0,2013,8
Musoma,-1.5,33.8,Rice,100 KG,111000.0,2013,8
Musoma,-1.5,33.8,Beans,100 KG,125000.0,2013,8
Musoma,-1.5,33.8,Maize,100 KG,63500.0,2013,9
Musoma,-1.5,33.8,Rice,100 KG,112750.0,2013,9
Musoma,-1.5,33.8,Beans,100 KG,125000.0,2013,9
Musoma,-1.5,33.8,Maize,100 KG,67666.75,2013,10
Musoma,-1.5,33.8,Rice,100 KG,124500.0,2013,10
Musoma,-1.5,33.8,Beans,100 KG,125000.0,2013,10
Musoma,-1.5,33.8,Maize,100 KG,75416.75,2013,11
Musoma,-1.5,33.8,Rice,100 KG,128000.0,2013,11
Musoma,-1.5,33.8,Beans,100 KG,129666.75,2013,11
Musoma,-1.5,33.8,Maize,100 KG,70625.0,2013,12
Musoma,-1.5,33.8,Rice,100 KG,126875.0,2013,12
Musoma,-1.5,33.8,Beans,100 KG,130000.0,2013,12
Musoma,-1.5,33.8,Maize,100 KG,81000.0,2014,1
Musoma,-1.5,33.8,Rice,100 KG,130000.0,2014,1
Musoma,-1.5,33.8,Beans,100 KG,131000.0,2014,1
Musoma,-1.5,33.8,Maize,100 KG,81000.0,2014,2
Musoma,-1.5,33.8,Rice,100 KG,129583.0,2014,2
Musoma,-1.5,33.8,Beans,100 KG,131000.0,2014,2
Musoma,-1.5,33.8,Maize,100 KG,64917.0,2014,3
Musoma,-1.5,33.8,Rice,100 KG,126667.0,2014,3
Musoma,-1.5,33.8,Beans,100 KG,130000.0,2014,3
Musoma,-1.5,33.8,Maize,100 KG,55000.0,2014,4
Musoma,-1.5,33.8,Rice,100 KG,141111.0,2014,4
Musoma,-1.5,33.8,Beans,100 KG,141111.0,2014,4
Musoma,-1.5,33.8,Maize,100 KG,58230.77,2014,5
Musoma,-1.5,33.8,Rice,100 KG,145000.0,2014,5
Musoma,-1.5,33.8,Beans,100 KG,150000.0,2014,5
Musoma,-1.5,33.8,Maize,100 KG,59250.0,2014,6
Musoma,-1.5,33.8,Rice,100 KG,124583.25,2014,6
Musoma,-1.5,33.8,Beans,100 KG,147500.0,2014,6
Musoma,-1.5,33.8,Maize,100 KG,54364.0,2014,7
Musoma,-1.5,33.8,Rice,100 KG,100000.0,2014,7
Musoma,-1.5,33.8,Beans,100 KG,140000.0,2014,7
Musoma,-1.5,33.8,Maize,100 KG,51708.0,2014,8
Musoma,-1.5,33.8,Rice,100 KG,101250.0,2014,8
Musoma,-1.5,33.8,Beans,100 KG,147083.0,2014,8
Musoma,-1.5,33.8,Maize,100 KG,53923.0,2014,9
Musoma,-1.5,33.8,Rice,100 KG,101923.0,2014,9
Musoma,-1.5,33.8,Beans,100 KG,150000.0,2014,9
Musoma,-1.5,33.8,Maize,100 KG,55214.0,2014,11
Musoma,-1.5,33.8,Rice,100 KG,108929.0,2014,11
Musoma,-1.5,33.8,Beans,100 KG,150000.0,2014,11
Musoma,-1.5,33.8,Maize,100 KG,53846.0,2014,12
Musoma,-1.5,33.8,Rice,100 KG,151538.0,2014,12
Musoma,-1.5,33.8,Beans,100 KG,140000.0,2014,12
Musoma,-1.5,33.8,Maize,100 KG,44455.0,2015,1
Musoma,-1.5,33.8,Rice,100 KG,150909.0,2015,1
Musoma,-1.5,33.8,Beans,100 KG,169091.0,2015,1
Musoma,-1.5,33.8,Maize,100 KG,49375.0,2015,2
Musoma,-1.5,33.8,Rice,100 KG,150833.0,2015,2
Musoma,-1.5,33.8,Beans,100 KG,163333.0,2015,2
Musoma,-1.5,33.8,Maize,100 KG,40455.0,2015,3
Musoma,-1.5,33.8,Rice,100 KG,174545.0,2015,3
Musoma,-1.5,33.8,Beans,100 KG,173182.0,2015,3
Musoma,-1.5,33.8,Maize,100 KG,51727.0,2015,4
Musoma,-1.5,33.8,Rice,100 KG,180000.0,2015,4
Musoma,-1.5,33.8,Beans,100 KG,179091.0,2015,4
Musoma,-1.5,33.8,Maize,100 KG,57000.0,2015,5
Musoma,-1.5,33.8,Rice,100 KG,180000.0,2015,5
Musoma,-1.5,33.8,Beans,100 KG,180000.0,2015,5
Musoma,-1.5,33.8,Maize,100 KG,56000.0,2015,6
Musoma,-1.5,33.8,Rice,100 KG,180000.0,2015,6
Musoma,-1.5,33.8,Beans,100 KG,180000.0,2015,6
Musoma,-1.5,33.8,Maize,100 KG,54400.0,2015,7
Musoma,-1.5,33.8,Rice,100 KG,185000.0,2015,7
Musoma,-1.5,33.8,Beans,100 KG,180900.0,2015,7
Musoma,-1.5,33.8,Maize,100 KG,56722.0,2015,8
Musoma,-1.5,33.8,Rice,100 KG,175000.0,2015,8
Musoma,-1.5,33.8,Beans,100 KG,178333.0,2015,8
Musoma,-1.5,33.8,Maize,100 KG,59625.0,2015,9
Musoma,-1.5,33.8,Rice,100 KG,177500.0,2015,9
Musoma,-1.5,33.8,Beans,100 KG,181250.0,2015,9
Musoma,-1.5,33.8,Maize,100 KG,71667.0,2015,10
Musoma,-1.5,33.8,Rice,100 KG,182222.0,2015,10
Musoma,-1.5,33.8,Beans,100 KG,225000.0,2015,10
Musoma,-1.5,33.8,Maize,100 KG,72888.89,2016,2
Musoma,-1.5,33.8,Rice,100 KG,192777.78,2016,2
Musoma,-1.5,33.8,Beans,100 KG,162222.22,2016,2
Musoma,-1.5,33.8,Maize,100 KG,65000.0,2016,3
Musoma,-1.5,33.8,Rice,100 KG,176500.0,2016,3
Musoma,-1.5,33.8,Beans,100 KG,144000.0,2016,3
Musoma,-1.5,33.8,Maize,100 KG,67250.0,2016,4
Musoma,-1.5,33.8,Rice,100 KG,165000.0,2016,4
Musoma,-1.5,33.8,Beans,100 KG,160000.0,2016,4
Musoma,-1.5,33.8,Maize,100 KG,68333.0,2016,5
Musoma,-1.5,33.8,Rice,100 KG,175000.0,2016,5
Musoma,-1.5,33.8,Beans,100 KG,168333.0,2016,5
Musoma,-1.5,33.8,Maize,100 KG,69167.0,2016,6
Musoma,-1.5,33.8,Rice,100 KG,141250.0,2016,6
Musoma,-1.5,33.8,Beans,100 KG,165000.0,2016,6
Musoma,-1.5,33.8,Maize,100 KG,72500.0,2016,7
Musoma,-1.5,33.8,Rice,100 KG,129286.0,2016,7
Musoma,-1.5,33.8,Beans,100 KG,170000.0,2016,7
Musoma,-1.5,33.8,Maize,100 KG,72500.0,2016,8
Musoma,-1.5,33.8,Rice,100 KG,121250.0,2016,8
Musoma,-1.5,33.8,Beans,100 KG,170000.0,2016,8
Musoma,-1.5,33.8,Maize,100 KG,70500.0,2016,9
Musoma,-1.5,33.8,Rice,100 KG,135000.0,2016,9
Musoma,-1.5,33.8,Beans,100 KG,167250.0,2016,9
Musoma,-1.5,33.8,Maize,100 KG,71000.0,2016,10
Musoma,-1.5,33.8,Rice,100 KG,135000.0,2016,10
Musoma,-1.5,33.8,Beans,100 KG,169000.0,2016,10
Musoma,-1.5,33.8,Maize,100 KG,79318.0,2016,11
Musoma,-1.5,33.8,Rice,100 KG,135000.0,2016,11
Musoma,-1.5,33.8,Beans,100 KG,175000.0,2016,11
Musoma,-1.5,33.8,Maize,100 KG,82500.0,2016,12
Musoma,-1.5,33.8,Rice,100 KG,141429.0,2016,12
Musoma,-1.5,33.8,Beans,100 KG,175000.0,2016,12
Musoma,-1.5,33.8,Maize,100 KG,99927.775,2017,1
Musoma,-1.5,33.8,Rice,100 KG,163750.0,2017,1
Musoma,-1.5,33.8,Beans,100 KG,181071.43,2017,1
Musoma,-1.5,33.8,Maize,100 KG,99927.775,2017,2
Musoma,-1.5,33.8,Rice,100 KG,180937.5,2017,2
Musoma,-1.5,33.8,Beans,100 KG,179673.91,2017,2
Musoma,-1.5,33.8,Maize,100 KG,99927.775,2017,3
Musoma,-1.5,33.8,Rice,100 KG,198571.43,2017,3
Musoma,-1.5,33.8,Beans,100 KG,180250.0,2017,3
Musoma,-1.5,33.8,Maize,100 KG,99927.775,2017,4
Musoma,-1.5,33.8,Rice,100 KG,180000.0,2017,4
Musoma,-1.5,33.8,Beans,100 KG,192500.0,2017,4
Musoma,-1.5,33.8,Maize,100 KG,99927.775,2017,5
Musoma,-1.5,33.8,Rice,100 KG,178333.33,2017,5
Musoma,-1.5,33.8,Beans,100 KG,206666.67,2017,5
Musoma,-1.5,33.8,Maize,100 KG,90312.5,2017,6
Musoma,-1.5,33.8,Rice,100 KG,178571.43,2017,6
Musoma,-1.5,33.8,Beans,100 KG,176408.73,2017,6
Musoma,-1.5,33.8,Maize,100 KG,80000.0,2017,7
Musoma,-1.5,33.8,Rice,100 KG,155000.0,2017,7
Musoma,-1.5,33.8,Beans,100 KG,182500.0,2017,7
Musoma,-1.5,33.8,Maize,100 KG,76250.0,2017,8
Musoma,-1.5,33.8,Rice,100 KG,155000.0,2017,8
Musoma,-1.5,33.8,Beans,100 KG,176250.0,2017,8
Musoma,-1.5,33.8,Maize,100 KG,67500.0,2017,9
Musoma,-1.5,33.8,Rice,100 KG,155000.0,2017,9
Musoma,-1.5,33.8,Beans,100 KG,185000.0,2017,9
Musoma,-1.5,33.8,Maize,100 KG,72500.0,2017,10
Musoma,-1.5,33.8,Rice,100 KG,172500.0,2017,10
Musoma,-1.5,33.8,Beans,100 KG,175000.0,2017,10
Musoma,-1.5,33.8,Maize,100 KG,65000.0,2018,1
Musoma,-1.5,33.8,Beans,100 KG,190000.0,2018,1
Musoma,-1.5,33.8,Maize,100 KG,59166.67,2018,2
Musoma,-1.5,33.8,Rice,100 KG,223750.0,2018,2
Musoma,-1.5,33.8,Beans,100 KG,172083.33,2018,2
Musoma,-1.5,33.8,Maize,100 KG,52500.0,2018,3
Musoma,-1.5,33.8,Rice,100 KG,175000.0,2018,3
Musoma,-1.5,33.8,Beans,100 KG,169500.0,2018,3
Musoma,-1.5,33.8,Maize,100 KG,52500.0,2018,4
Musoma,-1.5,33.8,Rice,100 KG,195000.0,2018,4
Musoma,-1.5,33.8,Beans,100 KG,197500.0,2018,4
Musoma,-1.5,33.8,Maize,100 KG,50000.0,2018,5
Musoma,-1.5,33.8,Rice,100 KG,175000.0,2018,5
Musoma,-1.5,33.8,Beans,100 KG,166125.0,2018,5
Musoma,-1.5,33.8,Maize,100 KG,47500.0,2018,6
Musoma,-1.5,33.8,Rice,100 KG,137500.0,2018,6
Musoma,-1.5,33.8,Beans,100 KG,169500.0,2018,6
Musoma,-1.5,33.8,Maize,100 KG,47500.0,2018,7
Musoma,-1.5,33.8,Rice,100 KG,125000.0,2018,7
Musoma,-1.5,33.8,Beans,100 KG,169500.0,2018,7
Musoma,-1.5,33.8,Maize,100 KG,47500.0,2018,8
Musoma,-1.5,33.8,Rice,100 KG,128125.0,2018,8
Musoma,-1.5,33.8,Beans,100 KG,169500.0,2018,8
Musoma,-1.5,33.8,Maize,100 KG,47500.0,2018,9
Musoma,-1.5,33.8,Rice,100 KG,260000.0,2018,9
Musoma,-1.5,33.8,Beans,100 KG,169500.0,2018,9
Musoma,-1.5,33.8,Maize,100 KG,52500.0,2018,10
Musoma,-1.5,33.8,Rice,100 KG,112500.0,2018,10
Musoma,-1.5,33.8,Beans,100 KG,139444.44,2018,10
Musoma,-1.5,33.8,Maize,100 KG,50568.18,2018,11
Musoma,-1.5,33.8,Rice,100 KG,124772.73,2018,11
Musoma,-1.5,33.8,Beans,100 KG,156363.64,2018,11
Musoma,-1.5,33.8,Maize,100 KG,50000.0,2018,12
Musoma,-1.5,33.8,Rice,100 KG,127500.0,2018,12
Musoma,-1.5,33.8,Beans,100 KG,160000.0,2018,12
Musoma,-1.5,33.8,Maize,100 KG,50000.0,2019,1
Musoma,-1.5,33.8,Rice,100 KG,127500.0,2019,1
Musoma,-1.5,33.8,Beans,100 KG,160000.0,2019,1
Musoma,-1.5,33.8,Maize,100 KG,50000.0,2019,2
Musoma,-1.5,33.8,Rice,100 KG,127500.0,2019,2
Musoma,-1.5,33.8,Beans,100 KG,160000.0,2019,2
Musoma,-1.5,33.8,Maize,100 KG,65000.0,2019,3
Musoma,-1.5,33.8,Rice,100 KG,150000.0,2019,3
Musoma,-1.5,33.8,Beans,100 KG,180000.0,2019,3
Musoma,-1.5,33.8,Maize,100 KG,63500.0,2019,4
Musoma,-1.5,33.8,Rice,100 KG,150000.0,2019,4
Musoma,-1.5,33.8,Beans,100 KG,180000.0,2019,4
Musoma,-1.5,33.8,Maize,100 KG,64333.33,2019,5
Musoma,-1.5,33.8,Rice,100 KG,150000.0,2019,5
Musoma,-1.5,33.8,Beans,100 KG,180000.0,2019,5
Musoma,-1.5,33.8,Maize,100 KG,65000.0,2019,6
Musoma,-1.5,33.8,Rice,100 KG,150000.0,2019,6
Musoma,-1.5,33.8,Beans,100 KG,180000.0,2019,6
Musoma,-1.5,33.8,Maize,100 KG,69090.91,2019,7
Musoma,-1.5,33.8,Rice,100 KG,160909.09,2019,7
Musoma,-1.5,33.8,Beans,100 KG,180000.0,2019,7
Musoma,-1.5,33.8,Maize,100 KG,71454.55,2019,8
Musoma,-1.5,33.8,Rice,100 KG,131818.18,2019,8
Musoma,-1.5,33.8,Beans,100 KG,180000.0,2019,8
Musoma,-1.5,33.8,Maize,100 KG,77545.45,2019,9
Musoma,-1.5,33.8,Rice,100 KG,140181.82,2019,9
Musoma,-1.5,33.8,Beans,100 KG,180000.0,2019,9
Musoma,-1.5,33.8,Maize,100 KG,88125.0,2019,10
Musoma,-1.5,33.8,Rice,100 KG,158750.0,2019,10
Musoma,-1.5,33.8,Beans,100 KG,192500.0,2019,10
Musoma,-1.5,33.8,Maize,100 KG,90000.0,2019,11
Musoma,-1.5,33.8,Rice,100 KG,170000.0,2019,11
Musoma,-1.5,33.8,Beans,100 KG,200000.0,2019,11
Musoma,-1.5,33.8,Maize,100 KG,92500.0,2019,12
Musoma,-1.5,33.8,Rice,100 KG,166000.0,2019,12
Musoma,-1.5,33.8,Beans,100 KG,210000.0,2019,12
Musoma,-1.5,33.8,Maize,100 KG,92500.0,2020,1
Musoma,-1.5,33.8,Rice,100 KG,168750.0,2020,1
Musoma,-1.5,33.8,Beans,100 KG,199000.0,2020,1
Musoma,-1.5,33.8,Maize,100 KG,69166.67,2020,2
Musoma,-1.5,33.8,Rice,100 KG,160000.0,2020,2
Musoma,-1.5,33.8,Beans,100 KG,143333.33,2020,2
Musoma,-1.5,33.8,Maize,100 KG,45384.62,2020,3
Musoma,-1.5,33.8,Rice,100 KG,154615.38,2020,3
Musoma,-1.5,33.8,Beans,100 KG,116153.85,2020,3
Musoma,-1.5,33.8,Maize,100 KG,44000.0,2020,4
Musoma,-1.5,33.8,Rice,100 KG,138000.0,2020,4
Musoma,-1.5,33.8,Beans,100 KG,130000.0,2020,4
Musoma,-1.5,33.8,Maize,100 KG,50000.0,2020,5
Musoma,-1.5,33.8,Rice,100 KG,120000.0,2020,5
Musoma,-1.5,33.8,Beans,100 KG,130000.0,2020,5
Musoma,-1.5,33.8,Maize,100 KG,60000.0,2020,6
Musoma,-1.5,33.8,Rice,100 KG,97500.0,2020,6
Musoma,-1.5,33.8,Beans,100 KG,140000.0,2020,6
Musoma,-1.5,33.8,Maize,100 KG,57583.0,2020,7
Musoma,-1.5,33.8,Rice,100 KG,98750.0,2020,7
Musoma,-1.5,33.8,Beans,100 KG,137500.0,2020,7
Musoma,-1.5,33.8,Maize,100 KG,57500.0,2020,8
Musoma,-1.5,33.8,Rice,100 KG,108750.0,2020,8
Musoma,-1.5,33.8,Beans,100 KG,125000.0,2020,8
Musoma,-1.5,33.8,Maize,100 KG,59375.0,2020,9
Musoma,-1.5,33.8,Rice,100 KG,100625.0,2020,9
Musoma,-1.5,33.8,Beans,100 KG,126875.0,2020,9
Musoma,-1.5,33.8,Maize,100 KG,63750.0,2020,10
Musoma,-1.5,33.8,Rice,100 KG,140000.0,2020,10
Musoma,-1.5,33.8,Beans,100 KG,127500.0,2020,10
Musoma,-1.5,33.8,Maize,100 KG,64214.0,2020,11
Musoma,-1.5,33.8,Rice,100 KG,97500.0,2020,11
Musoma,-1.5,33.8,Beans,100 KG,153214.0,2020,11
Musoma,-1.5,33.8,Maize,100 KG,63500.0,2020,12
Musoma,-1.5,33.8,Rice,100 KG,99167.0,2020,12
Musoma,-1.5,33.8,Beans,100 KG,165000.0,2020,12
Musoma,-1.5,33.8,Maize,100 KG,57500.0,2021,1
Musoma,-1.5,33.8,Rice,100 KG,97250.0,2021,1
Musoma,-1.5,33.8,Beans,100 KG,133750.0,2021,1
Musoma,-1.5,33.8,Maize,100 KG,52500.0,2021,2
Musoma,-1.5,33.8,Rice,100 KG,77750.0,2021,2
Musoma,-1.5,33.8,Beans,100 KG,152000.0,2021,2
Musoma,-1.5,33.8,Maize,100 KG,52500.0,2021,3
Musoma,-1.5,33.8,Rice,100 KG,99444.0,2021,3
Musoma,-1.5,33.8,Beans,100 KG,156111.0,2021,3
Musoma,-1.5,33.8,Maize,100 KG,52500.0,2021,4
Musoma,-1.5,33.8,Rice,100 KG,100000.0,2021,4
Musoma,-1.5,33.8,Beans,100 KG,165000.0,2021,4
Musoma,-1.5,33.8,Maize,100 KG,52500.0,2021,5
Musoma,-1.5,33.8,Rice,100 KG,105000.0,2021,5
Musoma,-1.5,33.8,Beans,100 KG,190000.0,2021,5
Musoma,-1.5,33.8,Maize,100 KG,52500.0,2021,6
Musoma,-1.5,33.8,Rice,100 KG,103409.0,2021,6
Musoma,-1.5,33.8,Beans,100 KG,188182.0,2021,6
Musoma,-1.5,33.8,Maize,100 KG,59000.0,2021,7
Musoma,-1.5,33.8,Rice,100 KG,102500.0,2021,7
Musoma,-1.5,33.8,Beans,100 KG,185000.0,2021,7
Musoma,-1.5,33.8,Maize,100 KG,62500.0,2021,8
Musoma,-1.5,33.8,Rice,100 KG,102885.0,2021,8
Musoma,-1.5,33.8,Beans,100 KG,193462.0,2021,8
Musoma,-1.5,33.8,Maize,100 KG,62500.0,2021,9
Musoma,-1.5,33.8,Rice,100 KG,105000.0,2021,9
Musoma,-1.5,33.8,Beans,100 KG,191667.0,2021,9
Musoma,-1.5,33.8,Maize,100 KG,62500.0,2021,10
Musoma,-1.5,33.8,Rice,100 KG,105000.0,2021,10
Musoma,-1.5,33.8,Beans,100 KG,195000.0,2021,10
Musoma,-1.5,33.8,Maize,100 KG,62500.0,2021,11
Musoma,-1.5,33.8,Rice,100 KG,112500.0,2021,11
Musoma,-1.5,33.8,Beans,100 KG,194167.0,2021,11
Musoma,-1.5,33.8,Maize,100 KG,62500.0,2021,12
Musoma,-1.5,33.8,Rice,100 KG,123500.0,2021,12
Musoma,-1.5,33.8,Beans,100 KG,200250.0,2021,12
Musoma,-1.5,33.8,Maize,100 KG,65000.0,2022,3
Musoma,-1.5,33.8,Rice,100 KG,150000.0,2022,3
Musoma,-1.5,33.8,Beans,100 KG,227500.0,2022,3
